shipment_id,mode,product_category,unit_cost,weight_kg,lat_o,lon_o,lat_d,lon_d,dist_km,plan_hrs,origin_congestion_index,weather_condition_code,labor_strike_score,current_node_stock,node_tier,actual_transit_time,is_delayed,delay_delta,predicted_ttr,risk_score,stay_impact,pivot_impact,ai_recommendation,strategic_justification
SHP-0384367,Air,Raw Materials,79,82.74,-45.74,101.14,38.72,-79.45,19233.42,22.63,5,0.97,0.5,335,2,40.27,1,17.64,17.13,0.1,937.32,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384368,Truck,Raw Materials,59,76.47,-5.5,19.19,-24.51,-71.02,9775.15,108.61,4.95,1,0.51,882,1,195.83,1,87.22,97.46,0.21,4934.1,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384369,Ocean,Raw Materials,55,127.75,4.32,-78.52,24.78,120.99,16152.43,461.5,5.03,1.03,0.5,27,2,911.11,1,449.61,360.15,0.57,18065.76,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384370,Truck,Semiconductors,975,0.11,-35.7,114.51,-50.08,82.54,3021.97,33.58,5.01,0.98,0.5,4661,3,92.29,1,58.71,30.22,0.12,2485.96,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384371,Truck,Raw Materials,98,96.88,38.72,-79.45,-23.82,26.38,12962.89,144.03,5.03,1.02,0.5,4695,4,318.61,1,174.58,128.21,0.25,6510.72,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384372,Truck,Raw Materials,145,100.37,-43.85,66.17,-56.51,-56.95,7659.14,85.1,5.01,1.01,0.5,2751,1,194.59,1,109.49,75.96,0.18,3945.52,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384373,Truck,Raw Materials,94,108.1,58.14,84.27,31.06,28.86,5112.73,56.81,5.06,0.98,0.5,2977,2,117.57,1,60.76,51.35,0.15,2664.43,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384374,Ocean,Raw Materials,145,100.37,24.78,120.99,-9.24,90.96,4990.36,142.58,5.03,1.01,0.49,340,3,187.89,1,45.31,120.44,0.24,6169.39,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384375,Truck,Semiconductors,1780,0.13,58.14,84.27,-22.54,-5.13,12085.49,134.28,5.06,0.98,0.5,3548,2,140.25,0,5.97,123.44,0.25,7952.17,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384376,Ocean,Semiconductors,1780,0.13,9.25,114.81,-47.84,-47.27,15405.91,440.17,4.99,1.01,0.5,4719,4,506.29,0,66.12,412.91,0.64,22425.71,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384377,Truck,Semiconductors,592,0.09,-54.26,-118.14,45.41,-113.72,11091.22,123.24,5.04,1.01,0.51,2554,3,169.01,1,45.77,104.82,0.22,5833.08,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384378,Truck,Raw Materials,94,75.53,34.71,-79.62,6.45,-94.66,3500.19,38.89,4.91,1.01,0.5,1881,3,93.66,1,54.77,34.5,0.12,1820.96,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384379,Ocean,Raw Materials,55,127.75,-4.86,77.46,-8.62,117.48,4436.58,126.76,4.91,0.97,0.51,3080,1,168.05,1,41.29,112.84,0.23,5700.04,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384380,Truck,Semiconductors,592,0.09,6.45,-94.66,-45.74,101.14,15389.46,170.99,5.03,0.98,0.49,986,4,378.43,1,207.44,158.37,0.29,8510.67,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384381,Rail,Energy & Power,3978,21.88,13.62,13.21,30.67,10.33,1918.82,23.99,5.04,1.01,0.49,3016,3,57.42,1,33.43,23.11,0.11,5133.92,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384382,Rail,Raw Materials,59,76.47,33.73,-118.26,-21.75,56.83,18598.24,232.48,5.08,0.98,0.49,4759,0,589.17,1,356.69,240.14,0.4,12067.94,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384383,Ocean,Energy & Power,2037,14.68,42.83,50.05,-43.85,66.17,9771.39,279.18,5.04,1,0.49,1497,1,297.38,0,18.2,253.44,0.42,14709.54,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384384,Rail,Semiconductors,1069,0.14,12.92,49.22,-4.86,77.46,3692.62,46.16,4.98,1.01,0.5,2721,4,57,0,10.84,40.22,0.13,3079.83,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384385,Truck,Raw Materials,52,122.09,22.8,-63.2,-22.09,102.78,18572.26,206.36,5.02,1,0.5,1767,1,481.26,1,274.9,182.29,0.33,9169.57,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384386,Truck,Semiconductors,1780,0.13,-54.26,-118.14,6.45,-94.66,7096.93,78.85,5.04,1.01,0.51,3076,3,137.4,1,58.55,72.65,0.18,5412.63,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384387,Ocean,Energy & Power,3978,21.88,1.02,116.62,48.63,30.7,9622.74,274.94,5.01,1.01,0.5,2736,4,419.26,1,144.32,250.03,0.42,16480.18,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384388,Ocean,Energy & Power,3814,11.39,45.41,-113.72,-22.54,-5.13,13194.89,377,5.03,1.01,0.5,4315,4,459.89,0,82.89,328.1,0.52,20219.48,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384389,Truck,Raw Materials,55,127.75,49.3,-88.45,-1.82,46.19,13212.43,146.8,4.85,0.97,0.49,4050,2,377.09,1,230.29,133.68,0.26,6742.01,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384390,Rail,Energy & Power,2037,14.68,12.92,49.22,22.8,-63.2,11657.41,145.72,4.98,1.01,0.5,4495,4,150.46,0,4.74,130.97,0.26,8585.84,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384391,Truck,Raw Materials,94,108.1,-39.9,86.45,22.8,-63.2,16588.55,184.32,5.02,1.03,0.5,1926,2,358.94,1,174.62,165.35,0.3,8364.45,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384392,Rail,Energy & Power,2037,14.68,-32.17,-76.35,50.79,-95.24,9409.42,117.62,5.06,1,0.5,2017,1,192.29,1,74.67,102.59,0.22,7166.89,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384393,Ocean,Raw Materials,52,122.09,-9.24,90.96,24.78,120.99,4990.36,142.58,4.99,1.02,0.5,1139,4,148.33,0,5.75,127.9,0.25,6450,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384394,Ocean,Raw Materials,52,122.09,-9.24,90.96,22.74,69.7,4242.93,121.23,4.99,1.02,0.5,1139,4,338.39,1,217.16,109.34,0.23,5522.23,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384395,Truck,Semiconductors,975,0.11,-32.17,-76.35,-22.08,-68.86,1343.96,14.93,5.06,1,0.5,3881,1,16.27,0,1.34,10.46,0.09,1498.11,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384396,Truck,Raw Materials,137,131.41,10.03,-25.8,6.45,-94.66,7576.14,84.18,5.06,0.98,0.5,2762,4,156.73,1,72.55,74.47,0.18,3863.76,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384397,Truck,Semiconductors,1780,0.13,56.98,-91.44,30.5,-95.77,2963.75,32.93,5,1.02,0.5,1315,2,91.06,1,58.13,30.57,0.12,3308.33,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384398,Truck,Raw Materials,214,96.03,24.78,120.99,-50.08,82.54,9146.18,101.62,5.03,1.01,0.49,2944,3,111.22,0,9.6,90.39,0.2,4736.12,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384399,Rail,Raw Materials,137,131.41,-17.88,4.46,28.54,77.55,9391.77,117.4,5.02,0.98,0.5,2950,4,120.73,0,3.33,103.26,0.22,5303.36,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384400,Ocean,Semiconductors,1780,0.13,-5.5,19.19,-1.82,46.19,3023.7,86.39,4.95,1,0.51,3229,1,199.66,1,113.27,75.74,0.18,5567.13,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384401,Truck,Raw Materials,55,127.75,-54.26,-118.14,34.71,-79.62,10559.6,117.33,5.04,1.01,0.51,656,3,321.75,1,204.42,105.53,0.22,5334.7,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384402,Ocean,Energy & Power,3978,21.88,30.67,10.33,18.52,73.85,6481.38,185.18,4.98,0.97,0.5,4989,1,427.49,1,242.31,187.32,0.33,13344.37,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384403,Air,Energy & Power,3814,11.39,-35.87,-99.2,14.88,31.56,14615.15,17.19,5.05,1,0.49,733,2,19.75,0,2.56,10.98,0.09,4363.19,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384404,Truck,Semiconductors,975,0.11,-8.62,117.48,-21.75,56.83,6629.55,73.66,5.02,1.01,0.5,2835,2,142.31,1,68.65,66.1,0.17,4279.96,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384405,Ocean,Semiconductors,1201,0.13,22.8,-63.2,45.41,-113.72,5179.1,147.97,5.02,1,0.5,2564,1,299.73,1,151.76,136.22,0.26,8012.08,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384406,Rail,Raw Materials,94,75.53,-5.5,19.19,45.41,-113.72,13672.55,170.91,4.95,1,0.51,1836,1,184.8,0,13.89,156.84,0.29,7937.85,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384407,Rail,Energy & Power,3978,21.88,-52.94,98.87,13.62,13.21,10925.86,136.57,5.01,1.01,0.5,2467,1,175.22,1,38.65,122.43,0.24,10099.81,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384408,Truck,Raw Materials,52,122.09,33.26,53.07,-1.82,46.19,3967.3,44.08,5.01,1.02,0.5,4474,4,71.06,1,26.98,40.31,0.13,2070.35,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384409,Ocean,Raw Materials,145,100.37,18.52,73.85,-36.87,22.47,8180.64,233.73,5.01,0.99,0.5,1891,1,358.52,1,124.79,204.86,0.36,10390.31,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384410,Ocean,Raw Materials,94,75.53,51.92,4.47,18.52,73.85,6991.03,199.74,4.95,1.01,0.5,2173,0,309.12,1,109.38,178.25,0.32,9008.38,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384411,Rail,Raw Materials,214,96.03,-22.54,-5.13,13.62,13.21,4489.18,56.11,5.1,0.98,0.49,1162,3,113.79,1,57.68,51.44,0.15,2788.34,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384412,Truck,Raw Materials,145,100.37,-43.85,66.17,47.84,29.98,10792.66,119.92,5.01,1.01,0.5,2751,1,265.08,1,145.16,107.72,0.22,5533.57,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384413,Ocean,Energy & Power,3978,21.88,50.79,-95.24,50.79,-95.24,0,0,5.11,1,0.5,4079,3,0,0,0,-5.33,0.07,3712.11,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384414,Truck,Raw Materials,94,108.1,31.06,28.86,14.71,-54.94,8591.2,95.46,4.94,1.01,0.5,3269,3,213.66,1,118.2,86.53,0.2,4423,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384415,Air,Energy & Power,3814,11.39,-22.54,-5.13,-24.51,-71.02,6654.41,7.83,5.1,0.98,0.49,3698,3,18.33,1,10.5,6.95,0.09,4161.68,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384416,Ocean,Raw Materials,55,127.75,-35.7,114.51,50.02,55.47,11151.56,318.62,5.01,0.98,0.5,418,3,593.5,1,274.88,284.46,0.46,14281.37,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384417,Ocean,Raw Materials,59,76.47,-10.72,25.47,38.72,-79.45,12040.78,344.02,5.04,1,0.51,2913,4,554.45,1,210.43,308.23,0.5,15472.57,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384418,Truck,Raw Materials,52,122.09,50.02,55.47,6.45,-94.66,13107.38,145.64,4.96,1.01,0.49,2691,2,260.01,1,114.37,126.91,0.25,6400.64,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384419,Ocean,Raw Materials,218,66.74,-29.18,-81.9,-4.98,117.14,15706.47,448.76,5,1.01,0.5,2601,4,897.03,1,448.27,393.95,0.61,19917.2,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384420,Truck,Raw Materials,94,108.1,-29.18,-81.9,12.46,-13.76,8645.47,96.06,5,1.01,0.5,2135,4,102.84,0,6.78,86.7,0.2,4431.87,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384421,Ocean,Raw Materials,145,100.37,30.5,-95.77,-22.09,102.78,17946.85,512.77,5.03,1,0.5,4576,4,1244.8,1,732.03,469.11,0.71,23603.22,1364.41,PIVOT,"Reroute 40% Volume to Port B; +12% Cost, but -5 Days Delay & -20% Scope 3 Emissions"
SHP-0384422,Rail,Raw Materials,55,127.75,-38.1,15.53,13.62,13.21,5755.73,71.95,4.96,0.99,0.51,4459,3,72.25,0,0.3,67.9,0.17,3453.07,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384423,Ocean,Energy & Power,3978,21.88,-52.94,98.87,32.48,105.45,9519.6,271.99,5.01,1.01,0.5,2467,1,536.25,1,264.26,241.07,0.41,16032.03,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384424,Truck,Raw Materials,94,108.1,-22.09,102.78,12.92,49.22,7016.37,77.96,5.11,0.99,0.5,2410,4,92.2,0,14.24,69.52,0.17,3572.77,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384425,Rail,Energy & Power,2037,14.68,-35.7,114.51,10.03,-25.8,15100.58,188.76,5.01,0.98,0.5,2064,3,493.87,1,305.11,169.13,0.31,10493.84,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384426,Truck,Raw Materials,94,108.1,49.3,-88.45,10.03,-25.8,7196.93,79.97,4.85,0.97,0.49,991,2,172,1,92.03,71.73,0.18,3683.21,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384427,Rail,Raw Materials,55,127.75,6.88,-90.65,56.98,-91.44,5571.23,69.64,5.12,0.99,0.51,468,2,183.15,1,113.51,63.45,0.16,3230.6,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384428,Ocean,Raw Materials,145,100.37,33.26,53.07,40.45,-117.37,11760.03,336,5.01,1.02,0.5,1718,4,531.3,1,195.3,304.84,0.49,15389.64,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384429,Truck,Raw Materials,79,82.74,36.43,-112.78,22.8,-63.2,4968.7,55.21,4.94,1.03,0.5,3694,4,153.34,1,98.13,51.87,0.15,2674.36,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384430,Rail,Semiconductors,975,0.11,6.45,-94.66,12.92,49.22,15480.9,193.51,5.03,0.98,0.49,3598,4,351.63,1,158.12,174.13,0.31,9681.43,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384431,Ocean,Raw Materials,98,96.88,-36.87,22.47,-40.24,33.45,1024.69,29.28,4.98,0.99,0.5,1331,2,67.07,1,37.79,28.97,0.12,1548.97,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384432,Ocean,Raw Materials,248,109.36,22.74,69.7,-39.9,86.45,7178.59,205.1,5.04,0.98,0.49,2124,0,498.73,1,293.63,183.54,0.33,9427.77,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384433,Truck,Raw Materials,59,76.47,58.14,84.27,-32.17,-76.35,16778.12,186.42,5.06,0.98,0.5,1704,2,482.75,1,296.33,167.93,0.31,8457.34,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384434,Ocean,Semiconductors,1069,0.14,50.02,55.47,45.41,-113.72,9352.54,267.22,4.96,1.01,0.49,255,2,503.35,1,236.13,231.05,0.39,12621.65,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384435,Truck,Raw Materials,137,131.41,-40.45,-81.78,-17.88,4.46,8419.19,93.55,4.98,0.99,0.5,1243,4,95.43,0,1.88,79.31,0.19,4105.81,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384436,Truck,Raw Materials,214,96.03,22.8,-63.2,49.3,-88.45,3683.34,40.93,5.02,1,0.5,2915,1,89.54,1,48.61,40.06,0.13,2219.46,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384437,Ocean,Semiconductors,975,0.11,-39.9,86.45,-22.08,-68.86,12662.58,361.79,5.02,1.03,0.5,835,2,462.92,1,101.13,327.28,0.52,17339.11,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384438,Ocean,Raw Materials,59,76.47,31.06,28.86,51.92,4.47,3054.02,87.26,4.94,1.01,0.5,445,3,158.46,1,71.2,80.33,0.19,4077.51,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384439,Truck,Raw Materials,248,109.36,-1.82,46.19,-23.82,26.38,3245.24,36.06,4.95,0.98,0.5,3361,3,39.12,0,3.06,33.6,0.12,1930.87,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384440,Air,Raw Materials,94,108.1,-46.17,-41.01,22.74,69.7,13378.51,15.74,4.97,1.03,0.5,3408,1,40.61,1,24.87,11.78,0.09,685.51,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384441,Ocean,Energy & Power,3978,21.88,4.32,-78.52,-52.94,98.87,14603.7,417.25,5.03,1.03,0.5,3322,2,578.3,1,161.05,358.15,0.56,21886.19,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384442,Truck,Semiconductors,1201,0.13,-5.5,19.19,-17.98,-110.77,13937.42,154.86,4.95,1,0.51,3807,1,188.04,0,33.18,130.73,0.26,7737.28,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384443,Rail,Semiconductors,1780,0.13,33.73,-118.26,-56.72,103.91,15941.54,199.27,5.08,0.98,0.49,798,0,221.05,0,21.78,186.31,0.33,11095.45,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384444,Truck,Raw Materials,52,122.09,33.26,53.07,42.83,50.05,1096.25,12.18,5.01,1.02,0.5,4474,4,22.8,1,10.62,10.99,0.09,604.55,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384445,Truck,Raw Materials,98,96.88,-47.84,-47.27,33.26,53.07,13397.14,148.86,5.07,1,0.49,1898,3,202.56,1,53.7,132.64,0.26,6732.31,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384446,Ocean,Raw Materials,214,96.03,12.53,-41.31,55.83,-38.26,4822.51,137.79,4.94,1.01,0.5,2075,3,192.92,1,55.13,125.57,0.25,6494.86,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384447,Ocean,Raw Materials,79,82.74,50.02,55.47,59.17,-61.27,6599.57,188.56,4.96,1.01,0.49,3693,2,199.77,0,11.21,169.82,0.31,8572.03,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384448,Ocean,Raw Materials,248,109.36,10.03,-25.8,-22.08,-68.86,5897.61,168.5,5.06,0.98,0.5,315,4,382.65,1,214.15,149.64,0.28,7732.66,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384449,Truck,Semiconductors,1069,0.14,-44.54,-82.52,-45.74,101.14,9970.27,110.78,4.97,1.01,0.5,4429,3,229.33,1,118.55,95.42,0.21,5840.23,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384450,Rail,Raw Materials,94,75.53,33.26,53.07,-4.98,117.14,7955.17,99.44,5.01,1.02,0.5,1438,4,221.91,1,122.47,88.11,0.2,4501.5,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384451,Ocean,Semiconductors,1201,0.13,-23.82,26.38,6.45,-94.66,13447.94,384.23,5.13,1.01,0.5,3273,3,750.39,1,366.16,350.04,0.55,18702.83,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384452,Rail,Raw Materials,98,96.88,-45.74,101.14,-23.82,26.38,6982.64,87.28,5,0.97,0.5,4330,2,203.1,1,115.82,82.75,0.19,4237.72,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384453,Ocean,Raw Materials,94,108.1,-17.98,-110.77,28.54,77.55,18566.67,530.48,4.96,1.02,0.51,4620,4,814.09,1,283.61,492.62,0.75,24727.83,1307.44,PIVOT,"Reroute 40% Volume to Port B; +12% Cost, but -5 Days Delay & -20% Scope 3 Emissions"
SHP-0384454,Truck,Raw Materials,248,109.36,14.88,31.56,-1.82,46.19,2457.83,27.31,5.04,1.02,0.5,865,1,75.4,1,48.09,24.46,0.11,1473.87,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384455,Rail,Semiconductors,592,0.09,38.72,-79.45,-17.88,4.46,10731.59,134.14,5.03,1.02,0.5,1313,4,328.74,1,194.6,118.76,0.24,6529.93,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384456,Rail,Raw Materials,52,122.09,-57.21,-109.6,-43.85,66.17,8770.77,109.63,5.06,1.01,0.5,317,1,170.9,1,61.27,99.91,0.21,5050.77,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384457,Ocean,Semiconductors,975,0.11,6.88,-90.65,47.84,29.98,11622.13,332.06,5.12,0.99,0.51,1828,2,794.63,1,462.57,302.36,0.49,16092.8,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384458,Truck,Semiconductors,1201,0.13,-57.21,-109.6,58.14,84.27,19185.57,213.17,5.06,1.01,0.5,4575,1,230.26,0,17.09,198,0.35,11100.92,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384459,Ocean,Raw Materials,214,96.03,18.52,73.85,45.41,-113.72,12864.81,367.57,5.01,0.99,0.5,3493,1,916.59,1,549.02,323.8,0.52,16406.56,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384460,Air,Semiconductors,592,0.09,-38.1,15.53,-39.9,86.45,5961.89,7.01,4.96,0.99,0.51,4924,3,11.89,1,4.88,5.93,0.09,888.29,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384461,Air,Raw Materials,55,127.75,-43.85,66.17,22.74,69.7,7413.29,8.72,5.01,1.01,0.5,4794,1,18.4,1,9.68,12.53,0.09,684.78,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384462,Air,Raw Materials,52,122.09,30.67,10.33,4.32,-78.52,9652.17,11.36,4.98,0.97,0.5,3884,1,21.32,1,9.96,9.88,0.09,549.01,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384463,Rail,Raw Materials,98,96.88,22.8,-63.2,34.71,-79.62,2073.03,25.91,5.02,1,0.5,695,1,32.67,1,6.76,22.23,0.11,1211.88,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384464,Rail,Raw Materials,55,127.75,-10.72,25.47,51.92,4.47,7250.77,90.63,5.04,1,0.51,349,4,166.09,1,75.46,82.96,0.19,4206.09,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384465,Rail,Raw Materials,94,108.1,18.52,73.85,-56.68,46.35,8746.35,109.33,5.01,0.99,0.5,2581,1,117.49,0,8.16,98.58,0.21,5025.73,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384466,Ocean,Semiconductors,1780,0.13,45.41,-113.72,9.25,114.81,12246.8,349.91,5.03,1.01,0.5,66,4,743.17,1,393.26,311.22,0.5,17340.91,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384467,Ocean,Raw Materials,145,100.37,-22.09,102.78,-32.17,-76.35,13980.9,399.45,5.11,0.99,0.5,1400,4,731.38,1,331.93,371.22,0.58,18708.36,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384468,Ocean,Energy & Power,3814,11.39,36.43,-112.78,33.73,-118.26,581.61,16.62,4.94,1.03,0.5,1796,4,30.41,1,13.79,42.52,0.14,5940.37,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384469,Ocean,Raw Materials,214,96.03,50.02,55.47,-17.88,4.46,9051.72,258.62,4.96,1.01,0.49,503,2,465.43,1,206.81,233.27,0.39,11880.14,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384470,Air,Raw Materials,137,131.41,48.63,30.7,-45.74,101.14,12512.05,14.72,4.96,1.01,0.5,1089,3,38.3,1,23.58,13.72,0.1,826.08,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384471,Ocean,Semiconductors,975,0.11,1.02,116.62,-50.08,82.54,6540.34,186.87,5.01,1.01,0.5,1681,4,457.43,1,270.56,167.61,0.31,9355.61,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384472,Truck,Energy & Power,2037,14.68,30.67,10.33,40.45,-117.37,10449.44,116.1,4.98,0.97,0.5,2862,1,256.14,1,140.04,106.15,0.22,7344.74,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384473,Ocean,Raw Materials,218,66.74,42.83,50.05,32.48,105.45,4919.9,140.57,5.04,1,0.49,2501,1,366.57,1,226,128.69,0.25,6653.94,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384474,Ocean,Semiconductors,1780,0.13,-40.45,-81.78,-17.88,4.46,8419.19,240.55,4.98,0.99,0.5,3276,4,359.75,1,119.2,214.07,0.37,12483.33,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384475,Ocean,Energy & Power,3814,11.39,-47.84,-47.27,58.14,84.27,16659.87,476,5.07,1,0.49,4206,3,1332.07,1,856.07,416.17,0.64,24622.8,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384476,Ocean,Raw Materials,94,108.1,-54.26,-118.14,-43.85,66.17,9097.97,259.94,5.04,1.01,0.51,1179,3,548.52,1,288.58,233.4,0.39,11766.83,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0384477,Ocean,Raw Materials,214,96.03,-44.54,-82.52,12.53,-41.31,7583.2,216.66,4.97,1.01,0.5,1325,3,264.11,0,47.45,190.62,0.34,9747.32,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
